"編號","管制編號","裁處時間","管轄縣市","裁處書字號","違反時間","違反法令","裁罰金額","是否訴願","審議機關","訴願結果","陳情結果","違規人名稱","裁處公司名稱","事業名稱","地址","縣市","鄉鎮","行業別","所屬工業區","列管類別","機構地址","東經","北緯","更正後X","更正後Y","列管狀況","事業別","鄉鎮別","流域別"
112,"J5700428","2016/8/18","新竹縣","30-105-080014","2016/5/13","水污染防治法第18條之1第1項",616000,"否","","","","連錢畜牧場","連錢畜牧場","連錢畜牧場","新竹縣新埔鎮照門里照門段石門小段三四○地號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮照門里照門段石門小段340地號",262273,2749365,262273,2749365,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
113,"J5700428","2015/12/4","新竹縣","30-104-120005","2015/10/14","水污染防治法第18條",180000,"否","","","","連錢畜牧場","連錢畜牧場","連錢畜牧場","新竹縣新埔鎮照門里照門段石門小段三四○地號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮照門里照門段石門小段340地號",262273,2749365,262273,2749365,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
114,"J5700428","2015/12/4","新竹縣","30-104-120006","2015/10/14","水污染防治措施及檢測申報管理辦法第14條，水污染防治法第18條",10000,"否","","","","連錢畜牧場","連錢畜牧場","連錢畜牧場","新竹縣新埔鎮照門里照門段石門小段三四○地號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮照門里照門段石門小段340地號",262273,2749365,262273,2749365,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
115,"J5700428","2015/12/4","新竹縣","30-104-120007","2015/10/14","水污染防治法第14條第2項",10000,"否","","","","連錢畜牧場","連錢畜牧場","連錢畜牧場","新竹縣新埔鎮照門里照門段石門小段三四○地號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮照門里照門段石門小段340地號",262273,2749365,262273,2749365,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
116,"J5700437","2014/9/25","新竹縣","30-103-090005","2014/7/28","水污染防治法第18條",10000,"否","","","","常欣牧場","常欣牧場","常欣牧場","新竹縣新埔鎮石頭坑段１７３地號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;廢棄物;","新竹縣新埔鎮寶石里石頭坑段173地號",257970,2744925,257970,2744925,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","鳳山溪"
117,"J5700544","2015/12/22","新竹縣","30-104-120012","2015/10/13","水污染防治法第14條第2項",10000,"否","","","","范光宇養豬場","范光宇養豬場","范光宇養豬場","新竹縣新埔鎮鹿鳴里鹿鳴坑二之一號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;廢棄物;","新竹縣新埔鎮鹿鳴里鹿鳴坑段鹿鳴坑小段189地號",264089,2749210,264089,2749210,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
118,"J5700697","2017/6/26","新竹縣","30-106-060005","2017/2/16","水污染防治法第7條第1項",16800,"否","","","","清水牧場","清水牧場","東鴻牧場","新竹縣新埔鎮汶水坑段一二三九地號","新竹縣","新埔鎮","畜牧業(牛飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮清水里汶水坑段1239、1239-1地號",263266,2752004,263266,2752004,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
119,"J5700697","2015/12/22","新竹縣","30-104-120013","2015/10/15","水污染防治法第7條第1項",28000,"否","","","","東鴻牧場","清水牧場","東鴻牧場","新竹縣新埔鎮汶水坑段一二三九地號","新竹縣","新埔鎮","畜牧業(牛飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮清水里汶水坑段1239、1239-1地號",263266,2752004,263266,2752004,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
120,"J5700777","2014/1/27","新竹縣","30-103-010011","2014/1/23","水污染防治法第27條第1項，水污染防治法第18條",600000,"否","","","","台灣日蓄股份有限公司","台灣日蓄股份有限公司","台灣日蓄股份有限公司","新竹縣新埔鎮文山里台蓄街１８號","新竹縣","新埔鎮","金屬加工處理業(金屬表面處理業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新埔鎮文山里台蓄街18號",256296,2745801,256296,2745801,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新埔鎮","鳳山溪"
121,"J5700839","2016/5/5","新竹縣","30-105-050006","2015/10/13","水污染防治法第18條(之1)第1項",120000,"否","","","","楊肇清牧場","楊肇清牧場","楊肇清牧場","新竹縣新埔鎮鹿鳴里二鄰黃梨園一一號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮鹿鳴里鹿鳴坑段黃梨園小段263、266、266-1、267地號",262422,2748649,262422,2748649,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
122,"J5700839","2015/11/20","新竹縣","30-104-110017","2015/10/13","水污染防治法第18條",120000,"是","環保署訴願會","撤銷並另立裁處書","","楊肇清牧場","楊肇清牧場","楊肇清牧場","新竹縣新埔鎮鹿鳴里二鄰黃梨園一一號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮鹿鳴里鹿鳴坑段黃梨園小段263、266、266-1、267地號",262422,2748649,262422,2748649,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
123,"J5700839","2015/11/20","新竹縣","30-104-110018","2015/10/13","水污染防治法第14條第2項",10000,"否","","","","楊肇清牧場","楊肇清牧場","楊肇清牧場","新竹縣新埔鎮鹿鳴里二鄰黃梨園一一號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新埔鎮鹿鳴里鹿鳴坑段黃梨園小段263、266、266-1、267地號",262422,2748649,262422,2748649,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
124,"J5700955","2013/7/24","新竹縣","30-102-070003","2013/5/14","水污染防治法第7條第1項",6000,"否","","","","佳傳養豬場","佳傳養豬場","佳昌畜牧場","新竹縣新埔鎮照門里１３鄰石門１１之１號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
125,"J5700964","2015/5/5","新竹縣","30-104-050003","2015/3/4","水污染防治法第7條第1項",22000,"否","","","","陳英基養豬場","陳英基養豬場","陳英基養豬場","新竹縣新埔鎮鹿鳴里鹿鳴坑段黃梨園小段二三○之四、二三○之六地號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;廢棄物;","新竹縣新埔鎮鹿鳴里鹿鳴坑段黃梨園小段230-4、230-6地號",262933,2748529,262933,2748529,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
126,"J5700964","2014/12/4","新竹縣","30-103-120006","2014/9/3","水污染防治法第7條第1項",28000,"否","","","","陳英基養豬場","陳英基養豬場","陳英基養豬場","新竹縣新埔鎮鹿鳴里鹿鳴坑段黃梨園小段二三○之四、二三○之六地號","新竹縣","新埔鎮","畜牧業(豬飼育業)","非屬工業區類","水污染;廢棄物;","新竹縣新埔鎮鹿鳴里鹿鳴坑段黃梨園小段230-4、230-6地號",262933,2748529,262933,2748529,"屬於水污法定義範圍內之列管事業","畜牧業","新埔鎮","霄裡溪"
127,"J5704042","2016/8/17","苗栗縣","30-105-080005","2016/6/2","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第69條第1項",20000,"否","","","","達邁科技股份有限公司銅鑼廠","達邁科技股份有限公司","達邁科技股份有限公司","新竹縣新埔鎮田新里文德路三段１２７號、１２７之１號、１２７之２號","新竹縣","新埔鎮","其他電子零組件製造業(未分類其他電子零組件製造業)","非屬工業區類","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣新埔鎮田新里文德路三段127號、127-1號、127-2號",257839,2746164,257839,2746164,"屬於水污法定義範圍內之列管事業","其他工業","新埔鎮","鳳山溪"
128,"B22A4276","2013/7/11","新竹縣","31-102-070001","2013/4/1","飲用水管理條例第11條第1項",60000,"否","","","","台灣自來水股份有限公司第三區管理處竹北營運所新埔淨水場","台灣自來水股份有限公司","","","","","","","","",,,,,"","","",""
129,"J5800236","2013/10/8","環保署","32-102-100001","2012/8/30","土壤及地下水污染整治法第12條第3項",150000,"否","","","","","竹鶯企業股份有限公司","竹鶯企業股份有限公司","新竹縣竹東鎮二重里三鄰明星路一號","新竹縣","竹東鎮","燃料零售業(加油（氣）站業)","非屬工業區類","空氣污染;","",,,,,"","","",""
130,"J5800236","2013/9/24","環保署","32-102-090001","2012/8/30","土壤及地下水污染整治法第12條第3項",150000,"否","","","資料鍵入錯誤","","竹鶯企業股份有限公司","竹鶯企業股份有限公司","新竹縣竹東鎮二重里三鄰明星路一號","新竹縣","竹東鎮","燃料零售業(加油（氣）站業)","非屬工業區類","空氣污染;","",,,,,"","","",""
131,"J5800665","2013/9/2","新竹縣","30-102-090002","2013/5/29","水污染防治法第8條",60000,"否","","","","石樺企業股份有限公司","石樺企業股份有限公司","石樺企業股份有限公司","新竹縣竹東鎮陸豐里荳子埔７２號","新竹縣","竹東鎮","其他非金屬礦物製品製造業(未分類其他非金屬礦物製品製造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣竹東鎮陸豐里荳子埔72號",258027,2739279,258027,2739279,"屬於水污法定義範圍內之列管事業","土石加工業","竹東鎮","頭前溪"
132,"J5800843","2016/6/21","新竹縣","30-105-060011","2015/6/9","水污染防治法第7條第1項",140000,"否","","","","德興科技材料股份有限公司","德興科技材料股份有限公司","德興科技材料股份有限公司","新竹縣竹東鎮頭重里中興路四段１０２號","新竹縣","竹東鎮","玻璃及其製品製造業(玻璃纖維製造業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
133,"J5800843","2015/10/27","新竹縣","30-104-100019","2015/8/24","水污染防治法第21條，環境保護專責單位或人員設置及管理辦法第13條",10000,"否","","","","德興科技材料股份有限公司","德興科技材料股份有限公司","德興科技材料股份有限公司","新竹縣竹東鎮頭重里中興路四段１０２號","新竹縣","竹東鎮","玻璃及其製品製造業(玻璃纖維製造業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
134,"J5800843","2015/9/10","新竹縣","30-104-090004","2015/6/4","水污染防治法第8條",60000,"否","","","","德興科技材料股份有限公司","德興科技材料股份有限公司","德興科技材料股份有限公司","新竹縣竹東鎮頭重里中興路四段１０２號","新竹縣","竹東鎮","玻璃及其製品製造業(玻璃纖維製造業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
135,"J5800843","2015/8/24","新竹縣","30-104-080010","2015/6/4","水污染防治措施及檢測申報管理辦法第7條，水污染防治法第18條",60000,"否","","","","德興科技材料股份有限公司","德興科技材料股份有限公司","德興科技材料股份有限公司","新竹縣竹東鎮頭重里中興路四段１０２號","新竹縣","竹東鎮","玻璃及其製品製造業(玻璃纖維製造業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
136,"J5800843","2015/4/29","新竹縣","30-104-040017","2015/2/13","水污染防治法第14條第2項",10000,"否","","","","德興科技材料股份有限公司","德興科技材料股份有限公司","德興科技材料股份有限公司","新竹縣竹東鎮頭重里中興路四段１０２號","新竹縣","竹東鎮","玻璃及其製品製造業(玻璃纖維製造業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
137,"J5800843","2015/4/29","新竹縣","30-104-040018","2015/2/13","水污染防治措施及檢測申報管理辦法第7條，水污染防治法第18條",10000,"否","","","","德興科技材料股份有限公司","德興科技材料股份有限公司","德興科技材料股份有限公司","新竹縣竹東鎮頭重里中興路四段１０２號","新竹縣","竹東鎮","玻璃及其製品製造業(玻璃纖維製造業)","非屬工業區類","水污染;廢棄物;","",,,,,"","","",""
1,"F01097025409","2017/2/7","新竹縣","30-106-020001","2016/4/13","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第69條第1項，水污染防治法第7條第1項",3948000,"否","環保署訴願會","","","正隆股份有限公司竹北廠","正隆股份有限公司","","","","","","","","",,,,,"","","",""
